Eteläesplanadi,Kaivokatu,Kuusisaarentie,Merikannontie,Länsituulenkuja,year,month,day,weekday
322,585,229,444,186,2020,11,29,6
643,947,375,932,339,2020,11,30,0
770,1146,439,1199,420,2020,12,1,1
1029,1354,648,1234,575,2020,12,2,2
868,1366,511,1122,474,2020,12,3,3
655,959,382,789,380,2020,12,4,4
474,722,333,675,364,2020,12,5,5
374,561,347,784,274,2020,12,6,6
857,1329,608,1247,506,2020,12,7,0
945,1425,602,1276,547,2020,12,8,1
890,1378,456,1150,486,2020,12,9,2
864,1349,490,1101,485,2020,12,10,3
751,1149,425,907,437,2020,12,11,4
385,734,323,669,341,2020,12,12,5
336,560,324,621,232,2020,12,13,6
793,1266,384,1152,463,2020,12,14,0
813,1217,458,1099,454,2020,12,15,1
636,982,344,898,408,2020,12,16,2
889,1399,505,1173,551,2020,12,17,3
603,843,250,720,305,2020,12,18,4
475,773,292,619,318,2020,12,19,5
279,500,285,482,229,2020,12,20,6
660,1156,388,819,494,2020,12,21,0
707,1228,361,918,545,2020,12,22,1
450,725,197,524,356,2020,12,23,2
204,335,175,491,167,2020,12,24,3
109,213,183,321,104,2020,12,25,4
172,326,205,421,168,2020,12,26,5
173,305,146,301,186,2020,12,27,6
401,697,294,571,328,2020,12,28,0
337,523,177,474,221,2020,12,29,1
323,582,172,468,264,2020,12,30,2
379,568,209,514,274,2020,12,31,3
248,366,306,469,174,2021,1,1,4
230,445,218,404,202,2021,1,2,5
90,174,127,185,81,2021,1,3,6
234,558,257,526,196,2021,1,4,0
297,622,263,570,241,2021,1,5,1
139,297,185,301,138,2021,1,6,2
351,635,354,596,257,2021,1,7,3
363,705,317,615,273,2021,1,8,4
177,317,166,282,166,2021,1,9,5
90,270,157,223,107,2021,1,10,6
260,557,273,530,240,2021,1,11,0
84,212,179,276,136,2021,1,12,1
60,182,142,246,88,2021,1,13,2
151,309,200,343,105,2021,1,14,3
124,241,124,228,86,2021,1,15,4
79,209,59,154,73,2021,1,16,5
55,199,84,145,74,2021,1,17,6
245,509,259,560,182,2021,1,18,0
183,425,296,459,184,2021,1,19,1
166,466,253,453,178,2021,1,20,2
88,275,188,285,111,2021,1,21,3
140,434,183,261,146,2021,1,22,4
98,274,84,164,98,2021,1,23,5
69,226,125,225,93,2021,1,24,6
197,471,266,455,171,2021,1,25,0
237,577,267,549,195,2021,1,26,1
269,542,293,495,192,2021,1,27,2
223,512,298,521,196,2021,1,28,3
215,498,280,493,185,2021,1,29,4
72,173,93,142,71,2021,1,30,5
50,151,72,105,42,2021,1,31,6
172,454,295,526,159,2021,2,1,0
223,507,312,527,199,2021,2,2,1
0,436,288,484,168,2021,2,9,1
0,474,249,463,165,2021,2,10,2
0,346,206,401,144,2021,2,11,3
0,356,201,363,119,2021,2,12,4
0,242,148,225,99,2021,2,13,5
0,179,131,216,77,2021,2,14,6
0,423,340,473,225,2021,2,15,0
0,523,419,587,202,2021,2,16,1
0,451,236,450,148,2021,2,17,2
0,361,204,377,157,2021,2,18,3
0,474,280,409,180,2021,2,19,4
0,130,72,157,59,2021,2,21,6
0,298,177,271,113,2021,2,22,0
0,251,115,230,77,2021,2,23,1
0,323,193,270,101,2021,2,24,2
0,416,220,382,138,2021,2,26,4
0,356,267,362,116,2021,2,27,5
0,374,287,493,131,2021,2,28,6
0,546,398,607,218,2021,3,16,1
0,535,378,589,196,2021,3,17,2
0,568,382,634,203,2021,3,18,3
0,610,395,556,210,2021,3,19,4
0,299,144,197,107,2021,3,20,5
0,354,244,349,104,2021,3,21,6
0,703,510,796,304,2021,3,22,0
0,815,615,896,281,2021,3,23,1
0,786,444,690,324,2021,3,24,2
0,1011,712,965,426,2021,3,25,3
0,1024,684,905,379,2021,3,26,4
0,952,1005,1307,416,2021,3,27,5
0,793,443,726,310,2021,3,29,0
0,1246,867,1340,426,2021,3,30,1
969,1711,1108,1843,581,2021,4,1,3
517,764,881,1381,311,2021,4,2,4
726,1026,1184,1764,432,2021,4,3,5
646,908,1244,1637,431,2021,4,4,6
176,455,193,333,164,2021,4,5,0
779,1349,693,1208,483,2021,4,6,1
1046,1462,1026,1649,512,2021,4,7,2
1295,2028,1329,2259,736,2021,4,8,3
496,784,370,640,295,2021,4,9,4
465,784,529,798,304,2021,4,10,5
1017,1644,2164,3126,608,2021,4,11,6
1362,2109,1388,2217,716,2021,4,12,0
1420,2140,1440,2337,745,2021,4,13,1
1596,2333,1593,2600,936,2021,4,14,2
1683,2433,1703,2840,904,2021,4,15,3
1629,2479,1747,2878,891,2021,4,16,4
1514,2129,2295,3697,935,2021,4,17,5
1430,1985,2510,3896,752,2021,4,18,6
1876,2700,1953,3177,1091,2021,4,19,0
1862,2816,2057,2993,1059,2021,4,20,1
1977,2974,2039,3184,1027,2021,4,21,2
1752,2670,1769,2734,1025,2021,4,22,3
803,1289,579,981,462,2021,4,23,4
510,771,446,694,368,2021,4,24,5
648,990,852,1315,475,2021,4,25,6
1132,1727,1044,1607,681,2021,4,26,0
1492,2135,1329,2148,772,2021,4,27,1
1671,2483,1546,2433,872,2021,4,28,2
1830,2673,1460,2377,997,2021,4,29,3
1848,2508,1318,2218,1083,2021,4,30,4
1127,1508,1066,1794,598,2021,5,1,5
1186,1577,1836,2518,729,2021,5,2,6
1811,2512,1520,2349,973,2021,5,3,0
1910,2757,1770,2730,1052,2021,5,4,1
1092,1503,781,1239,582,2021,5,5,2
1624,2177,1043,1869,879,2021,5,6,3
1510,2252,1123,1850,854,2021,5,7,4
1224,1677,1119,1897,763,2021,5,8,5
1024,1402,1496,2188,627,2021,5,9,6
1776,2452,1609,2480,986,2021,5,10,0
2729,3961,2700,4431,1364,2021,5,11,1
2899,3685,2564,4104,1375,2021,5,12,2
2136,2672,2522,4256,1047,2021,5,13,3
2030,2928,1659,2611,1101,2021,5,14,4
1458,2091,1276,2027,678,2021,5,15,5
1549,2081,2293,3361,1002,2021,5,16,6
1471,2115,1201,1854,802,2021,5,17,0
1829,2693,1455,2410,1004,2021,5,18,1
1414,2034,1048,1802,817,2021,5,19,2
1882,2800,1450,2333,950,2021,5,20,3
1420,2065,911,1671,779,2021,5,21,4
1935,2605,1793,2907,1111,2021,5,22,5
1226,1843,1646,2318,720,2021,5,23,6
2445,3397,2346,3315,1283,2021,5,24,0
2545,3749,2455,3628,1232,2021,5,25,1
765,1016,488,867,388,2021,5,26,2
2061,2769,1533,2528,1022,2021,5,27,3
2400,3333,1892,3020,1369,2021,5,28,4
1987,2646,1926,2898,1073,2021,5,29,5
1538,2205,2175,3333,858,2021,5,30,6
2051,2951,1625,2516,1133,2021,5,31,0
2766,4109,2585,4085,1360,2021,6,1,1
2988,4379,2792,4421,1406,2021,6,2,2
2947,4434,2508,4003,1379,2021,6,3,3
2884,4349,2199,4066,1454,2021,6,4,4
2137,2968,1906,3465,1301,2021,6,5,5
1497,2047,1778,2705,810,2021,6,6,6
2626,3406,2109,3477,3208,2021,6,7,0
3093,4241,2820,4486,3742,2021,6,8,1
3194,4838,2658,4721,3471,2021,6,9,2
3208,4492,2643,4605,3590,2021,6,10,3
3052,4303,2253,4229,3412,2021,6,11,4
1777,2736,1283,1973,2427,2021,6,12,5
1345,1864,1199,1992,2223,2021,6,13,6
2809,3966,2201,3513,4018,2021,6,14,0
2873,4184,2091,3530,4425,2021,6,15,1
3104,4760,2336,3582,3449,2021,6,16,2
3189,4472,2378,3956,3344,2021,6,17,3
3328,4420,2070,3783,3234,2021,6,18,4
2497,3348,1967,3738,2432,2021,6,19,5
1954,2659,1978,3784,2031,2021,6,20,6
2958,4160,2343,4343,3150,2021,6,21,0
3209,4413,2309,4470,2970,2021,6,22,1
2600,3356,1750,2701,2537,2021,6,23,2
2305,3229,1594,2544,2701,2021,6,24,3
1256,1658,1008,2020,1262,2021,6,25,4
1222,1514,1177,2154,1024,2021,6,26,5
1009,1581,1137,2073,1433,2021,6,27,6
2401,3449,1979,3550,3104,2021,6,28,0
2930,3933,2246,3985,3113,2021,6,29,1
2700,3755,1856,2923,2540,2021,6,30,2
2856,3967,2159,3529,3049,2021,7,1,3
2706,3830,1776,3109,3075,2021,7,2,4
2280,3138,1714,3328,2315,2021,7,3,5
1979,2594,1834,3400,1780,2021,7,4,6
2496,3651,2050,3614,2809,2021,7,5,0
2663,3657,1883,3145,2656,2021,7,6,1
2676,3708,2068,3569,2851,2021,7,7,2
2039,2924,1323,2465,2248,2021,7,8,3
2419,3175,1611,2688,2613,2021,7,9,4
2231,2763,1498,3001,1922,2021,7,10,5
1632,2455,1524,2816,1722,2021,7,11,6
2290,3471,1756,3216,2706,2021,7,12,0
2547,3783,2092,3643,2534,2021,7,13,1
2517,3648,1861,3400,2334,2021,7,14,2
2549,3338,1603,3114,2260,2021,7,15,3
2225,3234,1462,2631,2383,2021,7,16,4
1865,2744,1516,2592,2062,2021,7,17,5
1579,2038,1340,2099,1602,2021,7,18,6
1993,3100,1638,2481,2589,2021,7,19,0
1732,2667,1273,1925,2243,2021,7,20,1
2197,3395,1615,2459,2509,2021,7,21,2
2227,3079,1593,2413,2476,2021,7,22,3
2251,2979,1322,2177,2333,2021,7,23,4
1974,2603,1324,2096,1973,2021,7,24,5
1675,2319,1631,2470,1923,2021,7,25,6
2335,3255,1798,3259,2644,2021,7,26,0
2571,3546,1979,3634,2508,2021,7,27,1
1254,1780,807,1369,1911,2021,7,28,2
2246,3149,1430,2498,2445,2021,7,29,3
1029,1556,485,914,1634,2021,7,30,4
1852,2373,1471,2341,2254,2021,7,31,5
1332,1896,1135,1888,1594,2021,8,1,6
2380,3395,1727,2738,2830,2021,8,2,0
2304,3648,1599,2576,2718,2021,8,3,1
2541,3677,1845,2758,2749,2021,8,4,2
2878,3753,1901,3170,2947,2021,8,5,3
3047,4030,1707,3851,2884,2021,8,6,4
654,961,303,565,1218,2021,8,7,5
1356,1986,1318,2119,2004,2021,8,8,6
2371,3520,1763,2575,2802,2021,8,9,0
2758,4032,2087,3354,3239,2021,8,10,1
2956,4240,2163,3297,3135,2021,8,11,2
2742,4142,1768,2871,2643,2021,8,12,3
3033,3881,2035,3112,3134,2021,8,13,4
1564,2074,973,1630,2103,2021,8,14,5
1039,1528,792,1193,1572,2021,8,15,6
2632,3859,2065,3058,3139,2021,8,16,0
1616,2394,1032,1780,2191,2021,8,17,1
1716,2249,1033,1604,2347,2021,8,18,2
1680,2353,970,1643,2343,2021,8,19,3
2447,3663,1672,2693,3176,2021,8,20,4
1230,1654,750,1340,1989,2021,8,21,5
1136,1712,1258,1818,1814,2021,8,22,6
2405,3489,1810,2641,2935,2021,8,23,0
2504,3753,1913,3017,2942,2021,8,24,1
746,949,403,746,1346,2021,8,25,2
1221,1762,677,1175,1969,2021,8,26,3
1690,2455,1031,1605,2378,2021,8,27,4
1563,2113,1175,1573,2740,2021,8,28,5
1276,1931,1359,1943,1845,2021,8,29,6
2584,3655,2163,3171,3223,2021,8,30,0
2728,3931,2254,3343,3099,2021,8,31,1
2474,3665,1841,2747,2855,2021,9,1,2
2151,3242,1588,2367,2745,2021,9,2,3
1778,2733,1121,1706,2611,2021,9,3,4
1324,1965,926,1494,2193,2021,9,4,5
1029,1500,882,1393,1612,2021,9,5,6
2073,3165,1612,2375,2819,2021,9,6,0
2211,3387,1719,2603,2789,2021,9,7,1
2215,3237,1615,2390,2709,2021,9,8,2
2379,3583,1794,2636,3062,2021,9,9,3
2135,3331,1502,2271,2866,2021,9,10,4
1312,1858,942,1429,2099,2021,9,11,5
445,780,336,538,1124,2021,9,12,6
1649,2676,1348,2077,2740,2021,9,13,0
2105,3122,1675,2436,2759,2021,9,14,1
2116,2986,1581,2337,2719,2021,9,15,2
2916,4527,1715,2454,2649,2021,9,16,3
2496,4247,1380,1824,2526,2021,9,17,4
1052,1784,662,1084,2344,2021,9,18,5
841,1390,750,1157,1620,2021,9,19,6
1884,2884,1356,1872,2657,2021,9,20,0
1967,3047,1493,2228,2512,2021,9,21,1
2120,3127,1501,2403,2861,2021,9,22,2
1887,2680,1160,1929,2461,2021,9,23,3
1123,1745,541,1016,1980,2021,9,24,4
1017,1616,627,1049,2144,2021,9,25,5
1094,1611,1388,2051,1869,2021,9,26,6
2106,2992,1692,2585,2638,2021,9,27,0
2065,3137,1456,2363,2580,2021,9,28,1
2070,3236,1378,2203,2987,2021,9,29,2
1939,3025,1282,2074,2693,2021,9,30,3
1417,2300,850,1394,2584,2021,10,1,4
1173,1893,494,1436,2418,2021,10,2,5
1066,1652,1098,1564,1955,2021,10,3,6
2110,2990,1269,2274,2578,2021,10,4,0
1263,2027,630,1379,1935,2021,10,5,1
2194,3120,1224,2250,2790,2021,10,6,2
1817,2674,1016,1749,2323,2021,10,7,3
1756,2753,984,1753,2619,2021,10,8,4
949,1638,549,1017,1961,2021,10,9,5
807,1000,499,1011,1499,2021,10,10,6
1722,2465,1037,1928,2472,2021,10,11,0
1328,2007,792,1481,2231,2021,10,12,1
1655,2468,1031,1787,2594,2021,10,13,2
1850,2764,1125,1911,2546,2021,10,14,3
1126,1626,468,956,1954,2021,10,15,4
915,1392,613,1072,2156,2021,10,16,5
683,1056,665,1067,1564,2021,10,17,6
1432,2245,923,1556,2176,2021,10,18,0
1518,2408,951,1692,2263,2021,10,19,1
607,854,268,666,1262,2021,10,20,2
1144,1865,732,1266,2204,2021,10,21,3
694,984,268,599,1547,2021,10,22,4
605,904,318,606,1723,2021,10,23,5
566,820,404,704,1402,2021,10,24,6
1376,2218,833,1644,2330,2021,10,25,0
1641,2468,960,1897,2488,2021,10,26,1
1297,2052,741,1474,2156,2021,10,27,2
1376,2197,806,1489,2181,2021,10,28,3
1394,2280,820,1523,2425,2021,10,29,4
822,1322,569,932,2124,2021,10,30,5
692,1200,582,1064,1662,2021,10,31,6
1506,2294,1154,1916,2541,2021,11,1,0
1628,2549,1207,2028,2511,2021,11,2,1
1165,1650,634,1212,1978,2021,11,3,2
1436,2067,835,1483,2420,2021,11,4,3
754,1081,318,733,1720,2021,11,5,4
640,1006,437,1030,1863,2021,11,6,5
363,595,264,514,1174,2021,11,7,6
1114,1900,783,1442,2256,2021,11,8,0
959,1589,613,1206,2031,2021,11,9,1
901,1495,504,1084,1927,2021,11,10,2
1176,2086,831,1449,2366,2021,11,11,3
1028,1761,697,1181,2487,2021,11,12,4
559,921,352,678,2136,2021,11,13,5
531,809,406,839,1523,2021,11,14,6
1045,1661,687,1243,2219,2021,11,15,0
1181,1900,711,1411,2419,2021,11,16,1
936,1584,551,1170,2128,2021,11,17,2
898,1334,466,971,2031,2021,11,18,3
865,1407,445,964,2185,2021,11,19,4
560,867,328,591,2399,2021,11,20,5
422,670,278,557,1507,2021,11,21,6
930,1481,575,1066,2237,2021,11,22,0
772,1351,459,938,2088,2021,11,23,1
894,1442,505,1008,2092,2021,11,24,2
809,1291,421,854,1854,2021,11,25,3
668,1124,345,671,1943,2021,11,26,4
361,558,157,346,1716,2021,11,27,5
259,413,139,288,1351,2021,11,28,6
538,938,403,694,1798,2021,11,29,0
472,877,368,698,1951,2021,11,30,1
445,801,351,610,1961,2021,12,1,2
474,844,332,624,1844,2021,12,2,3
367,721,222,490,1753,2021,12,3,4
203,365,75,191,1557,2021,12,4,5
113,232,44,139,1075,2021,12,5,6
123,181,76,147,993,2021,12,6,0
342,602,232,513,1625,2021,12,7,1
311,560,222,459,1664,2021,12,8,2
435,749,293,565,1702,2021,12,9,3
335,640,265,459,1832,2021,12,10,4
165,308,94,177,1510,2021,12,11,5
128,287,80,165,1167,2021,12,12,6
387,719,279,501,1739,2021,12,13,0
400,629,182,518,1479,2021,12,14,1
523,869,287,649,1719,2021,12,15,2
605,1057,367,758,2003,2021,12,16,3
575,1001,307,722,2090,2021,12,17,4
377,534,159,369,1592,2021,12,18,5
223,379,179,312,1435,2021,12,19,6
408,725,287,519,1736,2021,12,20,0
338,618,236,457,1657,2021,12,21,1
330,547,155,402,1732,2021,12,22,2
239,453,124,275,1545,2021,12,23,3
41,77,46,101,645,2021,12,24,4
34,77,25,81,547,2021,12,25,5
46,112,34,101,735,2021,12,26,6
132,247,96,200,1196,2021,12,27,0
141,356,126,293,1329,2021,12,28,1
136,351,155,279,1196,2021,12,29,2
135,313,135,244,1351,2021,12,30,3
94,286,102,204,1355,2021,12,31,4
67,136,95,121,823,2022,1,1,5
50,169,70,133,948,2022,1,2,6
156,417,173,347,1320,2022,1,3,0
168,385,196,312,1379,2022,1,4,1
143,410,162,308,1326,2022,1,5,2
71,219,95,166,778,2022,1,6,3
139,339,138,265,1303,2022,1,7,4
56,180,86,156,1217,2022,1,8,5
65,208,81,138,970,2022,1,9,6
176,445,266,375,1423,2022,1,10,0
177,389,239,399,1391,2022,1,11,1
209,462,259,447,1546,2022,1,12,2
203,539,273,466,1670,2022,1,13,3
208,478,243,354,1494,2022,1,14,4
130,258,105,257,1475,2022,1,15,5
87,168,85,167,1072,2022,1,16,6
153,404,221,362,1274,2022,1,17,0
216,506,298,454,1589,2022,1,18,1
205,489,315,447,1489,2022,1,19,2
159,346,203,360,1182,2022,1,20,3
166,385,242,324,1452,2022,1,21,4
95,252,111,211,1489,2022,1,22,5
54,176,72,117,1241,2022,1,23,6
174,460,244,355,1318,2022,1,24,0
220,522,286,458,1504,2022,1,25,1
167,477,238,375,1317,2022,1,26,2
174,446,257,401,1411,2022,1,27,3
172,495,224,324,1498,2022,1,28,4
74,209,79,96,1201,2022,1,29,5
30,120,31,47,926,2022,1,30,6
104,399,180,247,1482,2022,1,31,0
179,450,222,245,1616,2022,2,1,1
199,468,288,372,1604,2022,2,2,2
170,524,277,398,1517,2022,2,3,3
195,468,235,333,1554,2022,2,4,4
19,84,16,42,1308,2022,2,5,5
34,120,45,62,984,2022,2,6,6
94,427,200,290,1644,2022,2,7,0
153,497,248,313,1475,2022,2,8,1
156,562,267,326,1593,2022,2,9,2
175,505,275,331,1692,2022,2,10,3
151,491,267,293,1598,2022,2,11,4
68,265,89,152,1369,2022,2,12,5
48,185,44,69,899,2022,2,13,6
146,440,192,231,1310,2022,2,14,0
148,509,180,252,1349,2022,2,15,1
134,583,176,267,1463,2022,2,16,2
130,398,144,228,1118,2022,2,17,3
157,455,143,194,1575,2022,2,18,4
74,214,57,99,1246,2022,2,19,5
104,233,63,120,1005,2022,2,20,6
90,307,104,150,836,2022,2,21,0
65,248,41,143,40,2022,2,22,1
93,340,132,256,911,2022,2,23,2
111,345,152,223,1257,2022,2,24,3
53,281,92,156,1167,2022,2,25,4
41,221,56,115,1100,2022,2,26,5
48,176,61,75,977,2022,2,27,6
156,537,266,290,1575,2022,2,28,0
208,635,324,370,1581,2022,3,1,1
181,615,302,361,1520,2022,3,2,2
199,594,314,404,1574,2022,3,3,3
210,598,263,313,1452,2022,3,4,4
120,362,96,157,1432,2022,3,5,5
107,273,89,170,1004,2022,3,6,6
244,650,360,409,1376,2022,3,7,0
137,462,208,282,1294,2022,3,8,1
175,558,274,281,1589,2022,3,9,2
158,573,284,334,1657,2022,3,10,3
188,596,243,285,1675,2022,3,11,4
136,366,147,210,1640,2022,3,12,5
123,347,138,185,1437,2022,3,13,6
336,846,421,518,1883,2022,3,14,0
374,859,415,581,1838,2022,3,15,1
383,988,424,613,1960,2022,3,16,2
373,823,419,591,1897,2022,3,17,3
345,806,314,458,1687,2022,3,18,4
234,601,162,308,1872,2022,3,19,5
274,616,317,468,1730,2022,3,20,6
531,1121,475,710,2130,2022,3,21,0
569,1160,515,766,2035,2022,3,22,1
558,1164,502,749,1986,2022,3,23,2
575,1186,490,709,1911,2022,3,24,3
489,1021,376,587,1847,2022,3,25,4
180,403,143,201,1267,2022,3,26,5
363,731,358,524,1693,2022,3,28,0
461,932,452,651,1732,2022,3,29,1
522,961,428,631,1985,2022,3,30,2
548,993,469,670,1904,2022,3,31,3
613,1089,447,656,2031,2022,4,1,4
473,761,361,588,2052,2022,4,2,5
386,792,479,640,1852,2022,4,3,6
528,890,337,542,1512,2022,4,4,0
258,504,226,337,1222,2022,4,5,1
450,838,314,488,1791,2022,4,6,2
407,823,359,534,1591,2022,4,7,3
441,785,273,456,1481,2022,4,8,4
432,671,228,394,1651,2022,4,9,5
341,604,355,542,1340,2022,4,10,6
932,1619,819,1161,2398,2022,4,11,0
994,1868,915,1336,2254,2022,4,12,1
1064,1834,920,1225,2240,2022,4,13,2
564,996,371,594,1588,2022,4,14,3
469,785,490,774,1283,2022,4,15,4
598,904,608,925,1655,2022,4,16,5
509,902,828,1180,1326,2022,4,17,6
762,1342,1245,1644,1576,2022,4,18,0
1494,2376,1410,1928,2590,2022,4,19,1
1575,2719,1588,2127,2714,2022,4,20,2
1660,2865,1547,2151,2748,2022,4,21,3
1553,2701,1380,2025,2701,2022,4,22,4
985,1705,913,1366,2284,2022,4,23,5
855,1439,1118,1775,2077,2022,4,24,6
1559,2504,1411,2009,2415,2022,4,25,0
1861,2965,1564,2232,2728,2022,4,26,1
1676,2677,1244,1893,2376,2022,4,27,2
1374,2352,1000,1516,2082,2022,4,28,3
1424,2521,947,1563,2469,2022,4,29,4
997,1485,713,1072,2393,2022,4,30,5
1054,1388,679,1267,1516,2022,5,1,6
1485,2616,1282,1922,2265,2022,5,2,0
1610,2757,1386,1930,2185,2022,5,3,1
1679,3120,1509,2119,2603,2022,5,4,2
1656,2852,1328,1993,2130,2022,5,5,3
1734,3139,1529,2458,2591,2022,5,6,4
776,1300,595,985,1689,2022,5,7,5
747,1449,1019,1516,1756,2022,5,8,6
1751,3033,1604,2232,2407,2022,5,9,0
2091,3463,1800,2613,2565,2022,5,10,1
1233,2238,1008,1583,1981,2022,5,11,2
1869,3098,1346,2073,2213,2022,5,12,3
1813,3000,1485,2060,2479,2022,5,13,4
1139,1951,718,1559,2074,2022,5,14,5
994,1666,1262,1782,1969,2022,5,15,6
1897,3312,1814,2403,2497,2022,5,16,0
2013,3426,1731,2338,2339,2022,5,17,1
2383,3834,2230,3086,2754,2022,5,18,2
2144,3626,1969,2790,2684,2022,5,19,3
1904,3302,1404,2050,2224,2022,5,20,4
1312,2210,1081,1847,2172,2022,5,21,5
1018,1777,1341,2142,1699,2022,5,22,6
2328,3982,2347,3368,2803,2022,5,23,0
2665,4368,2553,3847,2808,2022,5,24,1
2223,3926,2068,3010,2601,2022,5,25,2
603,994,434,725,1179,2022,5,26,3
763,1464,566,863,1414,2022,5,27,4
771,1167,439,859,1370,2022,5,28,5
1422,2085,1198,1865,1717,2022,5,29,6
2502,4263,2469,3538,2824,2022,5,30,0
1193,1976,888,1338,1739,2022,5,31,1
2305,3845,2075,2929,2871,2022,6,1,2
1058,1772,702,1090,1557,2022,6,2,3
2169,3400,1544,2414,2819,2022,6,3,4
1248,2107,706,1304,2030,2022,6,4,5
1142,2043,1688,2492,1896,2022,6,5,6
2418,4119,2478,3771,3023,2022,6,6,0
2721,4447,2746,3875,3018,2022,6,7,1
2065,3352,1559,2395,2601,2022,6,8,2
2626,4310,2247,3394,2935,2022,6,9,3
2264,3564,1846,2893,2585,2022,6,10,4
1912,2950,1507,2785,2417,2022,6,11,5
1630,2476,1785,2823,1989,2022,6,12,6
2318,3929,2142,3380,2737,2022,6,13,0
2505,4304,2223,3220,2591,2022,6,14,1
2611,4373,2337,3397,2773,2022,6,15,2
2569,4438,2212,3223,2579,2022,6,16,3
2400,3971,1827,2979,2674,2022,6,17,4
600,979,342,566,1110,2022,6,18,5
1317,2134,1486,2487,1928,2022,6,19,6
